-0.06762581,0.18469244,-0.39741027,-0.32382905,1.8273895,1.3654323,0.121837534
-0.12527099,0.02494992,-0.31359577,-0.10287375,1.5608815,1.315106,0.19048809
-0.12527099,-0.006998538,-0.33935696,-0.30567542,1.5910336,1.2664033,0.2744303
-0.3673811,-0.16674106,-0.24266185,-0.12154602,-0.69082093,0.37676615,0.24384655
0.24348651,0.2166409,-0.14596671,-0.12154602,2.2125623,1.315106,0.121837534
0.35877705,0.24858947,-0.03639109,-0.08420147,2.3604062,1.1673744,-0.297765
-0.35585204,-0.07089557,-0.37818012,-0.13969962,0.050344024,0.67222965,-0.13758068
-0.56320286,-0.23016122,-0.50698596,-0.2133514,-0.48364505,0.32643992,-0.5571833
-0.56320286,0.02494992,-0.5263975,-0.02922198,-0.39416054,0.37676615,-0.6640089
-0.42502636,-0.07089557,-0.3910607,-0.010549695,-0.30564862,0.37676615,-0.7326594
-0.4711426,-0.19821271,-0.44258305,-0.10287375,-0.1869844,0.12838203,-0.740251
-0.9551906,-0.38990375,-0.842244,-0.30567542,-0.80948526,0.17870815,-0.297765
-0.7130806,-0.29405826,-0.610212,-0.23202367,-0.83866495,0.12838203,-0.45035756
-0.8744873,-0.3260067,-0.7197877,-0.2133514,-1.0458411,0.079679206,-0.71736753
-0.89754534,-0.38990375,-0.7069072,-0.2133514,-1.2238374,-0.21740764,-0.6105419
-0.7246096,-0.3260067,-0.57157034,-0.15837191,-0.9271769,-0.06967597,-0.77842635
-0.4365554,-0.26210973,-0.39741027,-0.15837191,-0.2161641,0.079679206,-0.42747414
-0.4480845,-0.3260067,-0.40394127,-0.25017726,-0.1578047,0.029353077,-0.26728982
-0.40196827,-0.29405826,-0.35876852,-0.23202367,-0.45349252,0.12838203,-0.2825816
-0.37891012,-0.26210973,-0.36511812,-0.26884955,-0.1578047,0.4757951,-0.3588237
-0.4711426,-0.35795522,-0.4168219,-0.3425013,-0.1578047,0.17870815,-0.297765
-0.59779006,-0.35795522,-0.50698596,-0.3425013,-0.69082093,0.77125865,-0.4198824
-0.6323772,-0.35795522,-0.5456278,-0.3425013,-0.5721567,0.32643992,-0.5114164
